1.6514795	2.3428295	1.9664677	4.0185747	-0.40394574	2.7730463	-0.5291525	-0.8877024	2.0631394	2.2909443	2.980409	3.0914125	-4.647205	-0.7548258	2.5833817	1.4358307	2.1416283	2.4188762	-0.516499	-4.7128987	-4.0503097	-4.200479	-0.70493996	0.9632541	4.3787737	2.7792947	-3.7535746	1.376281	-4.499643	2.3323884	1.2771684	0.15640011
2.0445752	1.6747017	0.4703518	5.4138246	-0.63045204	2.158186	-0.5336241	-0.9139149	1.7814872	3.2792306	4.666381	4.374113	2.7802553	-0.6365377	3.3718786	0.50800663	2.4025483	0.7363848	-0.88551456	2.9927378	2.5260365	-2.9295948	-0.6628267	1.781202	6.247456	1.0852342	2.8179135	0.04659888	2.954236	0.9989242	0.26631674	0.07897556
3.2933562	1.794958	1.4101502	6.849883	-0.46592703	2.222999	-0.72012705	-1.3491216	0.98305726	1.9020407	5.8432655	2.5695431	-3.094789	-0.6178134	1.7463166	1.2502664	1.3126321	0.09377666	-0.75684226	-2.9752724	-2.4516847	2.6470444	-0.8024627	3.331424	6.739171	0.49227524	-0.7737724	0.24212235	-2.7584188	0.74438393	2.841825	1.6596327
0.7609709	1.582553	0.40220582	4.660242	-0.4190676	2.131021	-0.5836109	-0.98525965	2.1982992	2.7913039	3.9164069	3.5544467	0.28454855	-0.30346137	3.012496	0.09826192	2.0345562	0.4604059	-0.6183309	0.18130273	0.09666523	-2.2129252	-0.73995024	0.22800945	5.3797064	0.12964167	0.68343884	0.16016644	0.19025452	0.6230497	-0.037864596	-0.44495445
2.0734684	0.7321661	-0.14563765	6.2772155	-0.44175175	1.1167828	-0.79282737	-1.2708211	0.78942955	0.57326734	5.73471	0.81237996	-3.912156	-0.8428037	0.57800937	1.971761	0.4077883	1.9494764	-0.7781138	-3.7257109	-3.4454992	0.09847369	-0.68928784	1.2164702	7.7199345	2.690582	-1.5358402	-1.0584153	-4.3804903	3.6031718	1.3038592	0.47756264
1.2434125	3.1383314	1.9947516	6.3462563	-0.54786706	3.8694167	-0.7608901	-1.3169583	3.427783	3.852983	5.590235	4.744637	2.2171795	-0.7182545	3.6860452	1.172693	3.0957968	1.0001067	-0.7551972	2.4807599	1.9770565	-1.3660656	-0.6914909	0.96439505	6.6370807	1.7243022	1.6879123	1.1127568	2.071528	1.8183323	0.33232164	-0.03720327
4.1668224	1.9746561	1.6392317	7.819637	-0.6411007	2.8168395	-1.1277082	-1.5740029	1.8263555	0.70232373	6.732878	0.9951562	-10.930898	-0.9440336	0.8820226	3.5262923	1.1015933	2.8923419	-0.65486217	-10.742886	-9.467662	-2.8745103	-0.90860105	3.560324	8.691962	3.333784	-8.6358595	0.34609255	-10.923777	5.0907702	3.9051323	2.0445251
3.0100489	1.6601864	1.3848811	6.160256	-0.17317978	2.4663568	-0.58534324	-1.3912373	1.1863738	1.6915898	5.146222	2.237245	-4.844942	-0.7045898	1.738275	1.7759644	1.4393942	1.692761	-0.73227227	-4.51177	-4.124031	-2.2026606	-0.7355396	2.7521555	5.847117	2.0525548	-3.224692	0.4393161	-4.5069213	2.488778	2.975426	1.516518
2.2719162	-0.30111673	-0.7843227	7.5371137	-0.9265677	0.40974805	-1.1605518	-1.3485599	-0.18991305	0.07579997	6.9394126	-0.059547406	0.198649	-0.5947976	-0.15665397	1.9348195	-0.43606573	0.30116814	-0.566071	0.06842444	0.045213725	3.0914803	-0.7283703	2.0779486	8.970404	0.28427225	1.7148271	-1.4235742	-0.56176937	1.3995646	3.1576464	1.5449442
0.86833733	1.835027	1.1878003	5.1017876	-0.46293142	2.0747733	-0.47494668	-0.89806676	1.7618127	1.8622857	4.7411075	2.3540428	-1.407092	-0.56995225	1.8662014	-0.031044338	1.4006342	0.6719548	-0.55314505	-1.288539	-1.139428	-5.94458	-0.3390513	0.43851134	6.0319076	1.2586737	1.4568603	0.06022298	-0.9955046	0.5866195	1.0373465	0.101254575
2.9032989	2.0055583	2.176868	3.8030584	-0.32365397	2.0215137	-0.75857437	-0.89485925	1.241387	-0.5043585	3.8254163	-0.543455	-2.8822668	-0.57395786	-0.70646304	2.0991604	0.02223634	2.2091804	-0.466894	-2.577876	-2.462179	-2.9001267	-0.61180526	2.0709386	4.4095764	3.0065775	-1.1489599	1.1723752	-2.780678	3.876355	2.2982178	1.7568773
1.9789792	0.5957211	-0.25476587	7.139217	-0.51213	1.0823503	-0.8764031	-1.4371842	0.7143253	0.46285105	6.7930136	0.45892283	-0.8548309	-0.69585776	0.18883212	1.7770962	0.23965962	1.7421591	-0.7608582	-0.725328	-0.92950654	-0.968429	-0.60186386	1.2598284	8.413626	2.1164038	0.7972657	-1.0237339	-1.5707893	3.3053079	1.9637743	0.85619515
2.7658148	1.7254417	1.390631	4.4307613	-0.29026064	1.811676	-0.70698655	-0.9616123	0.9325658	0.5207563	4.4598904	0.60341877	-0.558892	-0.5413013	0.35425815	1.4774376	0.5359141	2.3905492	-0.5085197	-0.36656192	-0.2685366	-6.4906244	-0.40197828	2.0693803	4.8157315	3.4317803	1.0581583	0.4808691	-0.17043628	3.2540572	1.7737283	1.7855552
2.9120476	1.412609	0.6082288	6.256249	-0.26164803	1.2951503	-0.64346284	-1.1732293	0.12188442	0.10690287	6.2241383	0.29552022	-3.25896	-0.53089553	-0.17644724	1.8282614	0.35652715	1.0226992	-0.53420085	-3.0942104	-2.5340872	-3.171105	-0.43673137	2.9865944	5.9706793	1.5551018	-1.6534097	-0.08010248	-3.1775773	1.9611323	2.7608414	2.543293
2.5133967	2.6403122	1.2695432	6.8681192	-0.63616073	3.2158294	-0.9327108	-1.5136532	2.524977	3.2473936	5.7141194	3.8122494	-5.3831015	-0.77122635	3.0846202	0.5636539	2.5962386	0.07124213	-0.8522332	-4.9691067	-4.4732256	-0.30024546	-0.648411	2.2276537	7.5508924	0.22264363	-4.17029	0.45647064	-5.1206737	0.41565135	2.2058072	0.6977273
3.3348992	0.24715228	-0.11688887	6.719672	-0.75424075	0.3228201	-0.720064	-1.0637636	-0.81886667	-0.027403126	6.0945654	0.19808866	-1.7792511	-0.7434956	0.014644581	2.3284528	-0.48298064	1.8095565	-0.5867463	-1.8577033	-1.4426459	-1.7545921	-0.56368095	3.0866592	7.165159	2.5911713	1.2663348	-0.61176366	-1.819698	2.6939797	3.5628037	2.5121603
3.6498039	1.7772197	1.3109852	5.4883175	-0.43392256	1.9760785	-0.6102822	-0.8455018	0.58642423	1.3158448	4.8524685	1.7070657	-0.999197	-0.5227372	1.3314503	2.6446023	0.9325653	2.6240852	-0.8182767	-1.0790017	-0.69223833	-4.4543242	-0.8438188	3.6066408	5.4403563	3.4432313	-0.13476604	0.85911673	-0.8032272	3.6912549	2.4491935	2.6877408
-0.4900034	1.8745865	0.6660534	5.475928	-0.40952432	2.1297748	-0.69544595	-1.24682	2.5454454	2.4759033	5.0971093	2.8939357	-2.5677059	-0.67275363	2.3691125	0.14126551	2.1893227	0.99307305	-0.6510418	-2.5773256	-2.3081903	-1.9076132	-0.5088756	-1.2569981	7.2037945	1.0311228	-0.43319798	-0.21494868	-3.012691	1.4574528	-0.33713314	-1.5381528
1.1933128	3.2612848	2.0517423	4.2709985	-0.33656877	3.653024	-0.5157779	-1.2117496	3.3989418	4.6470485	3.703153	5.690784	4.832277	-0.6993124	4.6564765	-0.124750555	3.2670233	1.1178025	-0.6611971	4.6747065	4.125939	-6.7181015	-0.6135582	0.30788192	4.674114	2.1490233	5.915686	1.4462427	4.9910107	0.21181089	-0.84302366	-0.67652
0.53691363	2.493967	2.031507	6.2787795	-0.92085797	2.8647614	-0.7719599	-0.9234859	2.8282313	1.2077986	5.515179	1.5591451	-6.1658063	-0.82709193	0.9121005	0.51874435	1.7645099	-0.14980066	-0.61023986	-5.9617515	-5.118358	-0.015577519	-1.0121801	0.7156987	7.6209946	0.1826139	-5.1536193	0.088860616	-6.0778103	0.8666119	1.6538551	0.3537031
4.9073887	1.0536102	1.0425909	5.0802264	-0.39880517	1.3666586	-0.94042367	-1.1882075	0.69803846	0.5207963	4.9305696	0.59819	-2.4065528	-0.8208843	0.61839175	3.4851213	0.47892132	2.731416	-0.53090686	-2.0521584	-2.1784437	-8.214797	-0.44603148	3.9028547	5.3438244	4.307793	-0.63802505	0.18430342	-2.252242	4.1742997	3.381923	2.7385063
2.7553194	1.4245749	1.0318686	5.484287	-0.15377094	1.9111291	-0.54250467	-1.2829652	0.97961473	1.2732658	5.046622	1.7867332	-1.2298728	-0.50996834	1.1714058	1.5030823	0.96696794	1.2757483	-0.60665756	-0.945871	-0.98223937	-4.28994	-0.6310559	2.3843374	5.373091	1.9507304	0.12321637	-0.025686456	-1.0421813	2.1413393	2.3857863	1.4926089
5.8341074	0.34219596	-0.6534214	6.762336	-0.663904	0.793283	-0.77244085	-1.2780312	-0.9373005	0.49793336	6.109541	1.5483001	1.3283732	-0.6129429	0.92569983	2.8774679	-0.20233893	1.5081266	-0.5768487	1.50119	1.2302182	0.70843476	-0.727166	5.4268265	7.1196136	2.678712	1.310881	-1.4560168	1.5098605	2.364541	3.2240274	3.6065402
3.214726	1.5654886	0.6781801	5.6664524	-0.6656417	2.0169117	-0.77863675	-0.82856137	1.4317346	1.6130989	5.2121286	2.5055063	-4.019612	-0.43383873	1.9616832	2.392388	1.6220983	1.4852165	-0.62276626	-4.249894	-3.3580058	0.39814803	-0.77905107	3.2181149	6.7945023	1.804069	-2.1803482	-0.02769825	-4.06676	2.7177289	1.2945554	1.642167
