student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0088dc183f73c83f763e,-0.06708047,0.036566254,-0.12996478,-0.040186282,0.10273224,-0.1911743,-0.16162479,-0.059433192,0.056757342,0.06909236,-0.06524887,-0.12112609,0.017342638,-0.0056336713,0.12368285,0.024535751
00cbf05221bb479e66c3,-0.03471298,0.0019067148,-0.09535922,-0.07205856,0.06729333,-0.1556168,-0.12452243,-0.024940765,0.09201417,0.035870083,-0.029996863,-0.08662745,-0.017800499,0.029314475,0.08986004,0.060495958
00df647ee4bf7173642f,-0.0007531616,-0.032859083,-0.060587782,-0.10533428,0.031925537,-0.12079324,-0.087614596,0.0094874315,0.12758623,0.0019072918,0.0052981027,-0.051978134,-0.052822065,0.064264216,0.056227002,0.09678841
0107f72b66cbd1a0926d,0.029539173,-0.0593263,-0.03392809,-0.13417715,0.0053081135,-0.09803077,-0.062070567,0.03426208,0.15402259,-0.026385203,0.030896101,-0.026743557,-0.078790046,0.0902209,0.031090485,0.12270176
011d454f199c123d44ad,0.06914145,-0.095955096,0.0030488982,-0.17369483,-0.031652562,-0.06420146,-0.024772702,0.069444016,0.19026749,-0.064907044,0.067518644,0.009007561,-0.1137564,0.12585586,-0.0036484506,0.15962063
01558eef77a8d39b7103,0.10063049,-0.121911205,0.029830208,-0.20354216,-0.0576411,-0.0416418,0.0016132079,0.093948685,0.21731727,-0.09365976,0.09341869,0.03437967,-0.13959716,0.15137485,-0.028753797,0.18612354
016226278e6a69e10aa4,0.13346696,-0.15386692,0.061511192,-0.23558085,-0.09047509,-0.012110131,0.033223223,0.124924265,0.24871454,-0.12618661,0.12468386,0.0653718,-0.1709212,0.18323179,-0.059050065,0.21790767
01a691413dc5897db83f,0.16638292,-0.18799262,0.09630959,-0.26773462,-0.12538281,0.02342093,0.070329726,0.15914445,0.28373888,-0.15965036,0.15965967,0.099582754,-0.20564722,0.21797012,-0.0925614,0.25397915
01d8aa21ef476b66c573,0.19716495,-0.21748169,0.12556829,-0.2970632,-0.15532179,0.050529588,0.10028176,0.18768792,0.3138588,-0.18955407,0.18911175,0.12831353,-0.23552139,0.247439,-0.12101139,0.28377423
01qkq6w2v62cimidb3b7,0.24395493,-0.25241676,0.1615704,-0.34389064,-0.19031858,0.07702794,0.13310899,0.21883215,0.34796792,-0.23120968,0.22204852,0.16155493,-0.26581994,0.2797337,-0.15358976,0.31734934
