student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0088dc183f73c83f763e,-0.07127811,2.6356378,0.13731876,0.046672214,0.17872179,0.25519383,-0.16095462,0.33127135,-0.0027729694,0.24452183,-0.15643224,-0.24261336,-0.10588237,-0.26887465,0.66446304,-5.3212867,0.08749339,0.25185305,-0.33762318,-0.24452609,0.52613443,0.13985494,0.15580606,8.70836,1.2884407,-0.6622703,-0.21437839,1.4454442,-1.2817149,0.4825879,-0.09643892,5.5360894
00cbf05221bb479e66c3,-0.140322,1.1639959,0.017840395,0.073327795,0.046049554,0.052379522,-0.093471065,0.11862306,-0.1811421,0.13107674,-0.08104137,-0.033680808,-0.08358433,-0.01634652,0.58476174,-2.504621,-0.48057336,0.49713838,0.6373472,0.68406975,-0.23762748,-0.5309235,0.8756954,11.022554,-2.5265005,2.371614,-0.026167955,-4.130201,3.969564,-0.20350122,0.3999356,7.0499816
00df647ee4bf7173642f,-0.12646157,0.15338589,-0.061783932,0.067464605,-0.085660554,-0.005316769,-0.09391475,-0.013200523,0.016108911,0.010124289,0.0057623517,-0.008962768,-0.13590765,0.016271517,0.018183056,-1.221771,-0.25118205,1.538542,0.3095943,0.93945247,0.82290393,-0.6977766,1.1063722,14.601348,-3.779496,5.689614,-1.3061085,-9.796999,9.394329,-0.23166513,0.20314486,10.3494005
0107f72b66cbd1a0926d,-0.0058545093,0.008412858,0.019078352,-0.03278894,-0.02200761,0.023301857,-0.02175521,-0.015435834,0.07854667,-0.0052455533,0.03993331,0.006140488,-0.0054646055,0.014241796,-0.22358193,-1.0623698,1.4390494,1.3047942,-4.390284,-5.6667404,4.816742,1.5631272,-0.948812,4.1891885,7.3264213,-5.861671,-0.18288854,5.9796977,-4.964491,6.0502496,-1.2973781,1.9198955
011d454f199c123d44ad,-0.049179953,0.30708256,-0.03460462,0.035382982,-0.042053066,-0.011408897,-0.065095015,-0.026210837,-0.005668349,-0.003575178,0.02858008,0.01461979,-0.057270225,0.027776962,0.22449073,-1.307636,-0.037610836,0.6487207,-0.7383464,-0.80924696,0.71776587,0.02545235,0.1541746,10.737534,0.97307587,-0.6999894,-0.26917472,1.0251292,-1.0037264,0.77472204,0.048274584,6.372828
01558eef77a8d39b7103,0.04869166,0.35890374,0.069851965,0.020053273,0.0094001815,-0.017327035,0.0033538898,0.020667277,0.13894354,0.044733465,-0.02330189,0.038800918,0.030416451,0.009805165,0.0024946062,-1.4409244,0.72286797,1.0724914,-0.85668695,-1.4146539,1.0138323,0.9356969,-0.4729096,10.665554,2.7729561,-1.278925,-0.47180974,2.021149,-0.6401377,1.6438539,-0.43305787,7.49681
016226278e6a69e10aa4,0.123463385,0.35220608,-0.0018917146,-0.019125067,0.076302886,0.11723451,-0.021593278,0.035765696,0.29424563,0.07105329,-0.0029554463,-0.10780932,-0.010836776,-0.13721037,-0.4060235,-1.788216,0.028188705,1.3581449,-0.3112707,-0.4151801,0.5097348,0.0034016669,0.28695822,12.726302,-0.6237011,1.0585748,-0.50921565,-1.5726051,1.4331375,0.45814797,0.05759009,7.4174905
01a691413dc5897db83f,-0.45882553,2.6807323,0.20147537,0.16424608,0.022764256,-0.09556687,-0.13090427,0.2876175,-0.8123436,0.18205984,-0.25934026,0.043102425,-0.08800495,0.05218055,2.0381444,-4.250629,-0.4607583,6.610087,-1.1626391,-0.7012396,2.896702,-1.3848492,1.0325228,16.049206,-18.119394,21.76535,-4.574583,-44.417557,39.14124,1.3147546,0.65348905,9.482454
01d8aa21ef476b66c573,-0.09067359,0.522557,0.01914903,0.057812735,-0.03016232,-0.012897947,-0.023263508,0.03244503,-0.10195806,0.006924791,-0.031290185,-0.010733157,-0.04350506,-0.005605601,0.36334887,-1.5572805,0.12092313,0.055147752,-1.032456,-1.1572472,1.1020832,0.15432668,-0.061818168,6.1058183,2.1261165,-1.9856112,-0.017345726,1.9321342,-1.3060957,1.2015039,-0.098964594,4.171821
01qkq6w2v62cimidb3b7,0.01850025,1.521094,-0.028635612,0.023125034,0.14782794,0.15360056,0.031487983,0.099322,0.07977416,0.027094739,-0.054449543,-0.31324193,-0.056610066,-0.13737248,-0.013956081,-4.017092,-0.31975353,17.914553,-12.67162,-13.83845,12.80664,0.11019849,2.91996,-13.122043,-38.17499,46.503956,-12.222195,-106.685074,91.01761,12.815704,0.655165,-13.13571
02068067a434adb6556a,-0.08772751,0.27385253,-0.014391245,-0.003215265,-0.04395393,-0.028248582,-0.0010571692,0.011618641,-0.12502797,-0.0061315205,0.009210924,0.004732011,-0.036013566,0.0032292525,0.23332596,-1.2229164,2.4347994,96.93141,-49.66676,-51.133053,49.76655,15.095823,23.532225,-72.64042,-206.01219,243.91638,-61.039074,-534.0166,444.67514,52.249805,1.3155638,-78.72111
0258f681a9e1756dfc76,-0.40227413,3.6282299,0.27023762,0.19161262,0.09896237,0.0057955333,-0.17670102,0.42652613,-0.807908,0.24700883,-0.30263215,-0.06640352,-0.12493905,-0.11596216,2.3389637,-5.8851433,-0.53045565,4.516388,0.5031783,0.9021276,0.6449983,-1.2828273,1.1422945,12.885619,-15.110924,17.174631,-2.7739556,-33.21998,28.848331,-0.3025332,0.5990268,7.4087367
03754dce5ec7731fb3e2,0.26653448,0.36897105,0.07247769,-0.11381282,0.13548969,0.22192024,-0.054768216,0.06306986,0.5557007,0.14889003,0.06463217,-0.2049384,-0.0074300687,-0.20346254,-1.0790808,-2.4673593,1.0104296,-1.087656,-3.6998625,-3.7040782,5.318008,1.1943645,-1.0508975,5.2514744,11.846237,-10.284423,0.61971694,8.14032,-7.416697,4.959649,-1.2172698,5.4598985
037a76bc8e6bf5fe1fc0,0.0269438,0.5460008,0.050143857,-0.033925325,0.0034507504,-0.0044828104,0.020007249,0.061837636,-0.026869385,0.022695836,-0.0015383087,0.007662176,0.012764769,-0.042739764,0.14712873,-1.7967925,1.7063596,-0.012432069,-4.836012,-6.0155563,5.587311,2.3856738,-1.6822776,3.4851031,13.047177,-11.115757,0.49422964,11.725109,-10.095079,7.133433,-1.6918873,3.05957
03aa0b20dd4af1888eef,-0.05752501,1.7397375,0.1935328,0.025712535,0.11504373,0.06307849,-0.031931665,0.21190119,-0.27149612,0.124306336,-0.076032616,0.03448662,0.027921623,-0.09959418,0.9184986,-3.392554,-0.0046520233,-0.5133896,0.06694511,0.4210491,-0.025899915,-0.067745805,0.007282138,12.436553,1.248125,-0.2168432,-0.16255477,0.2053333,0.30874717,-0.27490282,0.07284752,8.90628
03b463f52c0fff35433b,0.09179622,0.5237628,0.02135394,-0.05830266,0.036724675,0.2451743,-0.11296799,0.11299409,0.12909825,0.11797771,0.014844912,-0.021399155,-0.08269497,-0.023200415,0.03752425,-1.3857677,0.14382102,-8.919555,5.489274,4.3261104,-6.336244,0.4741525,-1.2899591,22.712982,10.059708,-1.5835806,1.5950545,13.781858,-13.776979,-4.288063,0.6598253,22.452919
03e0c9bff3a9557480d9,-0.0030954152,0.50213057,0.0482362,-0.0071017486,-0.012098682,-0.039212197,0.012477368,0.038925122,-0.008343413,0.018524429,-0.027747523,0.036679126,0.006291172,-0.017011955,0.23163861,-1.505468,1.14461,2.6559598,-3.5129254,-4.2511444,3.293289,1.5583937,0.20886615,10.480226,0.7035716,2.6749334,-1.9904963,-6.7588634,4.8612294,3.8180363,-0.6892214,6.588577
04f2689b4ea16d8d7d9a,-0.022638237,1.7072214,0.018701479,0.06564917,0.0876838,-0.03095784,0.0030378904,0.16432428,-0.18345542,0.05442083,-0.13877523,-0.07454792,-0.049924716,-0.113736674,0.6804821,-3.788842,-0.025544822,10.163024,-3.098061,-3.6618223,5.328667,-0.87731636,1.1817839,-2.7445676,-21.961329,25.766638,-5.7005677,-53.958416,48.816284,3.7468696,0.35820118,-4.5431466
0557b1363a5092b5811f,-0.17527044,1.265978,0.0785321,0.08109832,0.018582825,0.018720627,-0.091115676,0.15021051,-0.25931817,0.12689294,-0.08970916,-0.031987675,-0.10228952,-0.010150605,0.7510663,-2.6303144,0.059576284,4.7892528,0.71627533,0.70837045,0.31068045,-0.48703188,1.0942003,11.418593,-10.47287,11.765291,-1.8738036,-20.804293,18.791538,-0.3926129,0.10823312,5.6407228
0559e9cf806dab4cc20d,-0.008942597,0.24582855,-0.037227325,-0.0051879585,-0.0027754407,0.12307185,-0.08828707,0.0928358,-0.028779294,0.094155736,0.0022626189,0.010440903,-0.107439175,0.022788659,0.18263261,-0.82784003,-0.1576028,0.8147128,0.025022695,0.19726992,0.0026440918,-0.20840691,0.42475328,10.218554,-0.7817134,0.6842177,-0.30880877,-0.8146554,1.1326357,-0.12504514,0.15010256,6.632757
056ab41140f68c15db14,-0.02869533,0.5654314,0.07094677,0.018168349,0.001335572,-0.013990303,-0.032458544,0.079485334,-0.04830895,0.025807016,-0.015089577,0.028784147,-0.003525577,-0.028670069,0.28513035,-1.6515093,-0.3845492,-1.203155,-1.9880611,-2.0429842,2.459465,-0.85449594,0.7610101,2.679703,0.6023277,1.7067703,-1.1708449,-2.7446604,0.15586948,1.9937214,0.33212483,2.9825964
058c03d945c4ae0978a0,0.19538839,0.8247569,0.025302391,-0.083599664,0.066509485,0.1396918,-0.053442523,0.04964148,0.2862231,0.06394431,0.029460853,-0.12890804,-0.019763296,-0.13280657,-0.3724327,-2.714646,1.6154635,0.7875049,-4.3618293,-5.435316,4.9814434,2.124812,-1.6295096,8.461334,11.124924,-9.107427,0.21577413,8.294296,-6.9727015,6.211825,-1.4991995,6.207672
05e1c3ce1728da7e37e0,-0.1756091,0.16723408,-0.052772947,0.109790266,-0.1183567,-0.0005107861,-0.11635307,-0.039620254,-0.08570784,0.005824592,0.020446204,-0.029672664,-0.16243666,0.13924041,0.20852293,-1.1634609,1.004778,33.131046,-15.922945,-16.821714,16.004417,3.076119,5.809706,-19.053272,-68.91025,80.97318,-20.475342,-175.08492,147.53175,15.97108,0.19121698,-23.311497
05e6d9723ab3cde0841d,-0.4674898,2.5913925,0.23304799,0.13289045,0.049748104,-0.019517332,-0.16411297,0.34265864,-0.6774823,0.23925059,-0.22403271,-0.0237769,-0.12653595,-0.01894692,1.8329897,-4.2489233,-0.3001318,6.41746,-0.3366672,-0.51780826,2.4243622,-0.803253,1.482265,10.972821,-15.91315,18.590544,-3.0867047,-38.351933,35.566853,1.4679549,0.4831521,5.408409
061db2c91f94c612f2d4,-0.009317037,1.2134049,-0.04875945,-0.09238445,0.07070608,0.14825499,-0.021400774,0.06091654,0.006109468,0.04538202,-0.016398873,-0.19383726,-0.019967422,-0.15131086,0.046782456,-3.1852088,2.1869047,1.2814986,-5.80407,-7.2998195,6.915099,2.7663774,-2.1035233,8.714594,14.039547,-11.461338,0.115608476,10.276093,-8.88057,8.337596,-1.9995235,5.995283
06309f4c8785254f4c13,0.03323116,0.17483445,0.038061272,-0.0036410913,-0.017019514,-0.020897362,0.011768376,0.026369523,0.0402516,0.011186232,0.008865839,0.017985683,0.0015128283,0.0026082639,-0.039833833,-1.2353414,0.4662324,-0.53501004,-1.1696459,-1.2000314,1.4550002,0.43561086,-0.41483983,6.065452,3.5450742,-1.9999441,0.12550949,1.3317986,-0.64723015,1.6029571,-0.5012017,4.1104665
06aff3e28c5db152f506,-0.07522354,0.8243452,0.06264891,0.07620634,0.03577744,0.039003674,-0.07108418,0.093756996,-0.00083156273,0.12045978,-0.073635265,-0.03841399,-0.055803925,-0.0028398596,0.23099189,-2.1616333,1.737395,-5.949615,-5.1927876,-5.8595047,6.731948,1.2876722,-1.4482493,5.876356,16.731718,-12.225924,1.4356177,15.274535,-15.482473,7.8070474,-1.8973467,5.82046
071685b292483b04e836,0.20741643,0.9751428,-0.010418647,-0.21191244,0.13954481,0.1975044,-0.007082334,0.07897645,0.3136437,0.086071655,0.016085498,-0.12019764,0.07544877,-0.20846389,-0.5519679,-3.1412275,1.2023654,0.678772,-3.9876933,-4.912033,4.355944,1.4320073,-0.9271661,3.2245758,7.8759017,-6.743093,0.14738558,6.560518,-5.5402536,5.4051514,-1.1949183,2.003323
074d7f43de7264306775,0.03977229,1.8064486,0.15276875,0.022583142,0.083166264,0.06644696,-0.105213925,0.24256377,-0.027219145,0.15509641,-0.107996464,-0.031493496,-0.0635227,-0.13799655,0.63778657,-3.7223356,0.100501634,3.834022,-0.883402,-1.804545,1.2953421,-0.09665395,0.4016819,7.6942153,-5.396483,5.3763585,-0.43567857,-12.794708,12.574917,1.7332842,-0.04508883,1.9106177
077d5c82c9ee5019220f,0.12618116,0.32088792,0.09392793,-0.0049811066,0.015455015,-0.033582173,0.046208847,0.03574564,0.11714257,0.02523269,-0.040393334,0.033598814,0.03468474,-0.028341234,-0.052785277,-1.4563289,0.3695995,-0.33538285,-1.2970431,-1.6044906,1.2609526,0.34550574,-0.27088928,9.730068,3.966718,-2.046826,-0.0892458,2.7714617,-2.1861036,1.5426521,-0.27155146,7.192308
