student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0088dc183f73c83f763e,-7.340829,7.837748,-8.669655,-7.7234917,-7.250839,-8.081629,7.1906433,7.9476056,-7.112742,-8.445168,8.807784,7.9380484,8.728098,-8.334719,8.068131,8.0899935
00cbf05221bb479e66c3,-7.003418,7.504728,-8.233953,-7.395162,-6.8790216,-7.6160016,6.824056,7.562818,-6.707768,-8.081021,8.432636,7.601446,8.198186,-7.856692,7.6393385,7.7163634
00df647ee4bf7173642f,-6.547993,7.024858,-7.594928,-6.9326377,-6.3662977,-7.038358,6.287379,6.986384,-6.1907477,-7.607099,7.922546,7.134953,7.5217633,-7.199846,7.0399017,7.1727915
0107f72b66cbd1a0926d,-7.6311674,8.044248,-8.9552555,-7.96192,-7.4783196,-8.341374,7.419514,8.240931,-7.373353,-8.684222,9.052768,8.138694,8.931432,-8.560287,8.369637,8.3109
011d454f199c123d44ad,-7.342187,7.8208823,-8.656311,-7.710482,-7.158023,-7.982829,7.173715,7.932132,-7.1118646,-8.410065,8.822771,7.87323,8.651673,-8.27351,8.082406,8.03377
01558eef77a8d39b7103,-7.4436913,7.93157,-8.77695,-7.809637,-7.395896,-8.24736,7.387728,8.123138,-7.265989,-8.524597,8.910451,8.054245,8.872524,-8.503049,8.198526,8.187088
016226278e6a69e10aa4,-7.199813,7.6599426,-8.455765,-7.5914392,-7.0739574,-7.8524413,7.024377,7.7685785,-6.9760265,-8.28849,8.678261,7.797981,8.461273,-8.101018,7.8754067,7.916412
01a691413dc5897db83f,-6.497735,6.966311,-7.5062094,-6.812777,-6.29131,-6.976725,6.2512,6.922831,-6.122275,-7.482404,7.7760053,7.027806,7.4560313,-7.117866,7.016717,7.0764995
01d8aa21ef476b66c573,-7.331082,7.804962,-8.650176,-7.722929,-7.2204275,-8.038244,7.1645765,7.9602995,-7.07005,-8.420453,8.82774,7.9119835,8.6952715,-8.307376,8.065836,8.06342
01qkq6w2v62cimidb3b7,-4.237309,4.795961,-5.0083365,-4.196693,-4.3014727,-4.8794994,4.4433823,5.0939846,-4.1444597,-4.6013584,5.2581935,4.767361,5.453444,-4.4313397,4.897948,4.5324426
02068067a434adb6556a,-5.5526447,6.0129266,-6.2838845,-5.5962844,-5.291384,-5.9896555,5.4809556,5.9381633,-5.260218,-6.197227,6.41293,5.8162107,6.2030983,-5.9492183,5.966331,5.8893676
0258f681a9e1756dfc76,-6.546051,7.087255,-7.6523438,-6.949363,-6.4072976,-7.146902,6.3906846,7.052147,-6.224308,-7.6263013,7.9592385,7.187209,7.642883,-7.3161535,7.117797,7.2322874
03754dce5ec7731fb3e2,-7.5969796,8.079016,-9.043993,-8.067162,-7.5414057,-8.338704,7.477348,8.33743,-7.513443,-8.798132,9.247218,8.2457285,9.131219,-8.72587,8.427141,8.405983
037a76bc8e6bf5fe1fc0,-7.4078856,7.8075633,-8.310253,-7.522253,-7.137667,-7.897052,7.263095,7.8225064,-7.111245,-8.188672,8.426239,7.7135053,8.210171,-7.924224,7.938557,7.829067
