student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0088dc183f73c83f763e,1.3235482,-0.4498733,2.894493,0.039030045,-1.6856273,-0.04354678,-1.214772,0.022745311,-3.044624,-0.12285027,-3.3822753,2.5180056,0.16417384,-4.135743,0.07240297,0.13182929
00cbf05221bb479e66c3,1.0813477,-0.5458863,4.9203258,0.0812195,-1.0033576,0.051650487,-1.2478893,0.01337319,-1.800391,0.019520521,-2.6424859,3.199403,0.17625004,-7.1628127,-0.07599366,0.13787054
00df647ee4bf7173642f,0.4419113,-0.37860608,4.161013,0.08189002,-0.49984154,0.083644144,-0.87245464,-0.03854049,-0.6658018,0.25870568,-3.285965,12.493884,0.0100286305,-16.858358,-0.30146268,-0.03964425
0107f72b66cbd1a0926d,-0.5266996,0.05868029,4.839068,0.057840604,2.0436902,0.12071911,-0.3611312,-0.05399848,-2.1189039,-0.19805431,-2.4509268,-1.0310751,0.19271968,1.7128948,0.14306362,0.18442181
011d454f199c123d44ad,-0.17226927,0.0667621,4.4449716,0.025589105,2.7266693,0.12422313,-0.37475252,-0.07881236,-0.60671896,0.012810022,-1.4080483,2.9957364,0.13913131,-5.4492416,-0.05057432,0.11066889
01558eef77a8d39b7103,-0.08867056,-0.036463022,5.4631553,-0.06455817,3.3333158,0.12835348,-0.47231355,-0.055498343,-0.92358965,-0.113639854,-0.6676761,-0.06394483,0.14442562,0.08230707,0.101249196,0.13487938
016226278e6a69e10aa4,1.2001581,-0.65437925,3.5590396,0.07434755,-1.0201242,0.08782027,-1.2896047,-0.030852055,1.0036348,0.10691105,0.033007383,4.840447,0.06711698,-7.598848,-0.14124368,0.031522334
01a691413dc5897db83f,1.3381947,-0.41717982,3.5325034,0.11222584,-2.587478,-0.007153573,-1.2427788,0.068439506,2.742455,0.43035063,-0.3639326,14.844699,-0.09067107,-19.071505,-0.4448141,-0.13508776
01d8aa21ef476b66c573,-0.34707603,0.23631309,5.745953,0.124278136,2.222966,0.18566164,-0.3886726,0.04136724,-2.4099774,-0.15726621,-2.4918225,1.0337778,0.1712709,-1.3808312,0.12832475,0.15444441
01qkq6w2v62cimidb3b7,-2.6988335,0.43301964,-4.81814,-0.05444501,-2.5924518,-0.23554619,2.4228816,-0.28359976,4.536988,-0.027069459,4.390832,-1.7733324,0.096302286,1.6190238,-0.026251666,0.08409082
02068067a434adb6556a,-0.8949615,-0.21982425,1.449929,0.07776224,0.16100371,0.062259123,-0.13902755,-0.055490367,18.760405,0.95040333,10.316258,5.6517124,-0.12165326,-15.963542,-0.98730296,-0.16555765
0258f681a9e1756dfc76,1.649464,-0.7539862,3.9374874,0.12854002,-3.1568558,-0.06495966,-1.4167995,0.061231073,2.389027,0.38072783,-0.49865636,13.747165,-0.07251059,-17.528198,-0.39608398,-0.11443187
03754dce5ec7731fb3e2,-0.45318827,0.12893274,5.926797,-0.03300242,3.4217067,0.13137868,-0.30957466,-0.0320543,-1.8228164,-0.1714359,-1.5226672,0.50987434,0.13861753,0.23585589,0.15652682,0.12785275
037a76bc8e6bf5fe1fc0,-0.7663795,-0.09180194,1.4370439,0.032287702,0.569099,0.025999317,-0.17335561,-0.061249238,-13.346157,-0.17423703,-18.26486,2.4152443,0.35817814,-1.6217879,0.18229918,0.39343747
03aa0b20dd4af1888eef,1.4168218,-0.379912,2.7258222,0.107112564,-1.9097465,-0.053559415,-1.1535759,0.017741088,-1.1160872,-0.024339609,-2.0493739,3.747689,0.12521124,-5.0433183,-0.005145967,0.10242104
03b463f52c0fff35433b,-0.692959,0.35602614,5.5220184,0.07101685,2.8978033,0.19190152,-0.112953775,0.06289646,-4.7807755,-0.21026582,-4.4430776,-3.2710273,0.34212112,2.380207,0.18502374,0.3653402
03e0c9bff3a9557480d9,1.0565345,-0.33719015,2.038388,-0.0019281078,-2.5426693,-0.12621969,-0.96866035,0.041914176,-0.80311024,-0.21384409,-1.240572,0.4222761,0.13845208,0.83022493,0.14987046,0.12099132
04f2689b4ea16d8d7d9a,-2.1292763,0.33185592,-4.3132443,-0.007883422,-2.8170345,-0.20941564,1.9883808,-0.27942216,3.3792217,0.5192843,-0.066597745,16.739107,-0.12270061,-21.803617,-0.5315984,-0.17150682
0557b1363a5092b5811f,-0.38714254,-0.3059273,3.97117,0.09422336,0.6029171,0.12111795,-0.44595346,-0.055891156,2.7230675,0.42848358,-0.47050348,14.93527,-0.09092819,-19.074854,-0.44397864,-0.13540126
0559e9cf806dab4cc20d,1.1447352,-0.6112704,4.3783793,0.09689399,-2.359443,0.020541463,-1.2372053,0.072630584,-0.8054398,0.06859815,-2.4408383,6.807177,0.08431543,-8.563034,-0.09284422,0.05931123
056ab41140f68c15db14,1.3341632,-0.6091626,3.9112163,0.019590765,-2.2564223,-0.017191064,-1.3236576,0.03123624,0.30187654,-0.015130808,-0.38243014,2.9238095,0.1047574,-2.9337423,0.017361712,0.099591054
058c03d945c4ae0978a0,0.1715826,0.011467807,4.4334893,-0.027774781,2.0385194,0.059548885,-0.636504,-0.050432988,-4.845395,-0.14960665,-5.89656,0.86244285,0.20096415,1.7874274,0.15451677,0.2297621
05e1c3ce1728da7e37e0,-0.81382495,0.29968777,-1.8456615,-0.087343894,-1.5676036,-0.18364723,0.70724946,-0.085128814,1.9343036,0.08939624,0.8048251,2.7656434,0.08819021,-5.6417093,-0.14452809,0.046110377
05e6d9723ab3cde0841d,0.9815601,-0.6630969,3.5141673,0.13193429,-3.1367278,0.001960389,-1.1002005,0.04013779,3.991682,0.61919117,0.30980635,18.759632,-0.1565757,-24.967705,-0.62916756,-0.21118817
061db2c91f94c612f2d4,-0.9328824,0.23234427,4.719842,0.07572962,2.4296703,0.15806746,-0.02668169,-0.02435792,-5.858314,-0.14170384,-6.9897165,1.693043,0.18414877,1.5656378,0.16613597,0.21614502
06309f4c8785254f4c13,0.043065857,0.06444938,2.199566,-0.030381035,0.59733534,0.03288307,-0.51823115,0.007064955,-0.919693,0.07690525,-3.8530025,0.30191183,0.20116228,-3.254051,-0.07283556,0.20365094
06aff3e28c5db152f506,-0.29216447,-0.0028682624,5.7659144,0.0140116215,2.7424307,0.14979462,-0.45527992,-0.030731156,-0.27720165,-0.13868755,-0.23466185,0.58695346,0.11829249,0.3578267,0.11771402,0.110096425
071685b292483b04e836,-0.37463558,0.23437522,3.8524861,-0.04521063,2.2098157,0.076149255,-0.22839794,0.0043607964,-5.415444,-0.18094474,-7.1448812,0.76277554,0.22782119,0.48589143,0.15831083,0.23939294
074d7f43de7264306775,0.9357742,-0.397778,3.359745,0.07541067,-2.1471887,-0.040585708,-0.964609,0.023435447,0.9030494,0.084489934,-0.14165458,5.012665,0.059522625,-7.034358,-0.11420085,0.027575973
077d5c82c9ee5019220f,-0.06976964,0.08501562,5.0095406,-0.019905034,1.9004699,0.072034195,-0.5366145,0.0004105971,-4.9110956,-0.26821342,-4.3408103,-2.1232984,0.29817167,0.98002815,0.22279689,0.29212764
